experiment,site,year,timing,crop,plot,bottle code,Product,Date,Time,InstrumentSerialNumber,Dry matter,Protein Dry basis,ICP As is,ADF Dry basis,NDF Dry basis,Fat Dry basis,Ash Dry basis,Lignin Dry basis,NDFICP Dry basis,Insoluble matter Dry basis,Sugar Dry basis,NDFD48 As is,Calcium Dry basis,Chlorine Dry basis,Potassium Dry basis,Magnesium Dry basis,Phosphorus Dry basis,Sulfur Dry basis,Dry matter M-Distance,Protein Dry basis M-Distance,ICP As is M-Distance,ADF Dry basis M-Distance,NDF Dry basis M-Distance,Fat Dry basis M-Distance,Ash Dry basis M-Distance,Lignin Dry basis M-Distance,NDFICP Dry basis M-Distance,Insoluble matter Dry basis M-Distance,Sugar Dry basis M-Distance,NDFD48 As is M-Distance,Calcium Dry basis M-Distance,Chlorine Dry basis M-Distance,Potassium Dry basis M-Distance,Magnesium Dry basis M-Distance,Phosphorus Dry basis M-Distance,Sulfur Dry basis M-Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,103,80333,Hay (Small Cup),4/9/2019,15:29:39,1611154,94.29,2,0.2,42.91,76.28,1.63,3.08,5.18,1.39,0.42,8.6,45.85,-0.03,0.68,1.32,0.06,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,104,80334,Hay (Small Cup),4/9/2019,15:34:03,1611154,93.49,4.2,0.24,40.87,72.65,1.71,4,4.57,1.51,3.05,8.4,45.19,0.05,0.73,1.47,0.09,0.16,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,105,80335,Hay (Small Cup),4/9/2019,15:25:18,1611154,93.47,1.78,0.27,40.75,71.79,1.66,1.65,5.3,1.31,0.24,11.88,42.24,0.04,0.31,0.81,0.1,0.11,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,106,80336,Hay (Small Cup),4/9/2019,15:02:28,1611154,94.13,3.25,0.26,42.81,74.76,1.68,3.37,5.37,1.41,1.28,8.34,47.32,0.03,0.7,1.41,0.07,0.15,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,107,80337,Hay (Small Cup),4/9/2019,15:06:16,1611154,93.36,2.77,0.28,40.14,71.13,1.67,2.92,5.1,1.29,1.4,10.93,43.05,0.06,0.56,1.04,0.11,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,108,80338,Hay (Small Cup),4/9/2019,15:39:50,1611154,93.38,2.57,0.22,40.21,70.95,1.68,2.71,4.46,1.26,1.15,10.59,41.27,0.06,0.6,1.02,0.1,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,201,80339,Hay (Small Cup),4/9/2019,15:10:11,1611154,93.47,0.65,0.17,39.52,72.68,1.56,0.98,5.19,1.3,-1.32,12.63,34.78,0,0.45,0.18,0.08,0.07,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,202,80340,Hay (Small Cup),4/9/2019,15:43:32,1611154,93.52,2.48,0.19,39.85,71.15,1.68,2.4,5.21,1.27,0.77,11.11,45.35,0.07,0.52,1.11,0.1,0.12,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,203,80341,Hay (Small Cup),4/9/2019,15:04:20,1611154,93.19,1.77,0.19,41.94,73.7,1.63,3.45,4.86,1.19,0.39,9.19,41.22,0.05,0.73,0.99,0.09,0.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,204,80342,Hay (Small Cup),4/9/2019,15:45:46,1611154,92.88,0.76,0.22,41.65,73.63,1.58,2.63,4.24,1.19,-0.08,10.36,29.22,0.02,0.52,0.32,0.11,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,205,80343,Hay (Small Cup),4/9/2019,15:41:41,1611154,93.13,4.57,0.31,41.01,70.7,1.71,3.52,5.29,1.39,2.53,10.15,47,0.11,0.69,1.63,0.1,0.16,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,206,80344,Hay (Small Cup),4/9/2019,15:14:12,1611154,93.87,3.03,0.19,41.85,74.13,1.69,3.2,4.85,1.29,1.23,8.7,46.81,0.03,0.57,1.54,0.08,0.15,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,207,80345,Hay (Small Cup),4/9/2019,15:16:10,1611154,93.53,2.87,0.21,41.28,73.14,1.66,3.87,4.7,1.23,1.27,9.24,47.13,0.01,0.71,1.49,0.07,0.14,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,208,80346,Hay (Small Cup),4/9/2019,14:55:29,1611154,93.99,2.21,0.16,40.98,73.48,1.66,3.11,4.67,1.34,0.78,9.13,45.92,0.03,0.56,1.24,0.09,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,301,80347,Hay (Small Cup),4/9/2019,14:58:59,1611154,93.74,5.13,0.23,41.53,72.53,1.72,5.16,4.77,1.39,3.44,7.14,48.5,0.06,0.78,2.14,0.07,0.19,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,302,80348,Hay (Small Cup),4/9/2019,15:12:20,1611154,93.48,3.27,0.19,41.19,71.51,1.72,3.49,5.05,1.15,1.94,9.9,43.47,0.06,0.44,1.39,0.1,0.15,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,303,80349,Hay (Small Cup),4/9/2019,15:32:02,1611154,93.94,1.99,0.23,41.38,74.71,1.68,3.21,4.99,1.41,0.84,8.64,44.5,0.04,0.71,1.25,0.09,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,304,80350,Hay (Small Cup),4/9/2019,14:57:14,1611154,93.55,3.25,0.23,41.76,72.86,1.67,3.65,4.76,1.4,1.7,8.96,43.96,0.05,0.56,1.42,0.09,0.15,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,305,80351,Hay (Small Cup),4/9/2019,15:18:04,1611154,93.32,2.52,0.19,41.33,73.2,1.63,4.01,4.95,1.31,0.83,9.76,45.36,-0.01,0.73,1.18,0.08,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,306,80352,Hay (Small Cup),4/9/2019,15:08:33,1611154,93.39,2.55,0.21,41.3,72.59,1.7,2.72,5.1,1.2,1.06,10.31,45.22,-0.01,0.45,1.25,0.09,0.14,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,307,80353,Hay (Small Cup),4/9/2019,15:37:57,1611154,93.13,1.97,0.3,42.03,73.68,1.65,2.32,4.95,1.48,0.71,10.75,37.13,-0.01,0.53,0.84,0.09,0.12,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,iwg,308,80354,Hay (Small Cup),4/9/2019,15:36:10,1611154,93.11,2.78,0.23,39.8,70.26,1.66,2.69,4.94,1.4,1.43,11.07,41.82,0.07,0.56,1.03,0.1,0.13,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,101,80355,Hay (Small Cup),4/5/2019,12:12:51,1611154,93.93,14,0.65,38.58,51.63,1.71,5.71,9.15,0.8,10.99,5.16,30.21,1.2,0.91,1.82,0.25,0.18,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,104,80356,Hay (Small Cup),4/5/2019,11:59:09,1611154,94.81,12.85,0.71,43.48,59.59,1.61,5.33,9.42,1.35,8.99,4.18,31.07,1.07,0.85,1.8,0.21,0.17,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,106,80357,Hay (Small Cup),4/5/2019,12:07:59,1611154,94.3,14.93,0.8,42.16,57.86,1.64,5.8,8.84,1.58,10.56,4.36,32.82,1.09,0.84,2,0.21,0.19,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,107,80358,Hay (Small Cup),4/5/2019,12:06:36,1611154,94.65,15.99,0.79,39.61,54.28,1.65,6.49,8.17,1.54,12.13,3.95,36.38,1.2,0.94,2.05,0.24,0.2,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,202,80359,Hay (Small Cup),4/5/2019,12:11:10,1611154,93.99,15.56,0.59,36.66,48.92,1.68,6.59,8.21,0.8,11.88,4.97,36.29,1.26,1.08,1.94,0.24,0.19,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,204,80360,Hay (Small Cup),4/8/2019,9:30:56,1611154,92.8,19.34,0.68,30.96,39.51,1.79,8.43,6.75,0.55,16.83,4.83,38.42,1.53,1.39,1.95,0.33,0.22,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,205,80361,Hay (Small Cup),4/8/2019,9:18:41,1611154,94.6,13.87,0.8,41.31,54.63,1.61,6.4,9.61,1.13,10.87,3.25,30.2,1.22,0.94,1.88,0.26,0.18,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,207,80362,Hay (Small Cup),4/8/2019,9:04:25,1611154,94.83,13.18,0.8,42.78,56.11,1.58,6.18,9.57,1.09,10.09,3.01,28.23,1.24,1.01,1.72,0.25,0.17,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,301,80363,Hay (Small Cup),4/5/2019,12:09:47,1611154,94.34,15.86,0.79,39.2,51.98,1.69,6.34,9.49,1.33,12.83,3.46,29.74,1.32,0.95,1.85,0.27,0.19,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,304,80364,Hay (Small Cup),4/8/2019,9:11:39,1611154,94.23,13.85,0.64,39.19,51.33,1.7,6.08,8.75,0.7,11.18,3.86,31.83,1.28,1.05,1.76,0.27,0.18,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,305,80365,Hay (Small Cup),4/8/2019,8:57:35,1611154,94.14,16.57,0.68,36.55,49.34,1.7,7.48,7.68,1.03,13.39,3.47,38.71,1.22,1.09,2.24,0.25,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2018,iwg.harvest,alf,308,80366,Hay (Small Cup),4/5/2019,11:57:33,1611154,94.37,16.92,0.62,37.17,49.85,1.76,6.4,8.27,1.01,12.84,5.11,39.99,1.18,0.97,2.2,0.23,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,101,90153,Hay,Undefined,Hay,2/17/2021 9:10:40 AM,92.57,9.35,1.18,43.51,67.47,1.58,7.89,7.4,3.57,6.92,8.87,43.22,40.73,27.78,0.57,1.01,2.4,0.28,0.22,0.17,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,102,90154,Hay,Undefined,Hay,2/17/2021 9:13:28 AM,91.53,7.53,0.45,36.6,62.49,1.6,6.62,5.21,1.93,4.5,12.31,42.66,38.64,27.63,0.35,0.17,2.4,0.17,0.18,0.14,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,103,90155,Hay,Undefined,Hay,2/17/2021 9:16:17 AM,91.31,8.24,0.42,34.01,59.3,1.63,6.68,5.72,2.09,4.56,13.94,37.87,34.39,23.34,0.41,0.23,2.47,0.19,0.18,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,104,90156,Hay,Undefined,Hay,2/17/2021 9:19:18 AM,91.61,8.39,0.43,35.27,59.67,1.66,6.98,5.89,1.88,4.91,12.88,38.26,35.11,23.48,0.44,0.46,2.61,0.2,0.18,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,105,90157,Hay,Undefined,Hay,2/17/2021 9:21:39 AM,91.71,8.23,0.45,36.91,62.96,1.83,7.09,4.99,2,5.61,10.96,41.53,37.38,25.46,0.36,0.55,2.77,0.22,0.21,0.16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,106,90158,Hay,Undefined,Hay,2/17/2021 9:23:54 AM,91.71,9.32,0.26,34.04,58.25,1.7,7.44,4.43,1.46,5.94,11.72,37.15,32.63,20.92,0.34,0.48,3.06,0.15,0.22,0.16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,107,90159,Hay,Undefined,Hay,2/17/2021 9:26:22 AM,92.89,8.03,1.17,46.86,74.63,1.72,7.72,7.81,3.4,5.19,6.86,50.54,48.89,31.63,0.43,1.12,2.53,0.27,0.22,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,108,90160,Hay,Undefined,Hay,2/17/2021 9:28:39 AM,91.75,8.77,1.01,42.91,67.86,1.03,9.57,7.38,3.78,5.66,7.89,34.05,26.94,20.64,0.33,-0.02,2.25,0.17,0.2,0.12,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,201,90161,Hay,Undefined,Hay,2/17/2021 9:31:10 AM,91.59,7.26,0.6,39.66,69.37,1.25,7.65,6.09,3.15,4.69,9.69,48.12,44.18,35.49,0.24,0.14,2.41,0.1,0.16,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,202,90162,Hay,Undefined,Hay,2/17/2021 9:34:21 AM,92.42,6.07,0.8,45.05,72.2,1.7,8.15,6.57,2.65,4.17,7.64,49.57,46.78,33.9,0.41,0.94,2.78,0.27,0.2,0.14,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,203,90163,Hay,Undefined,Hay,2/17/2021 9:40:14 AM,93.81,10.17,0.92,44.08,72.33,1.36,9.71,7.75,3.84,7.38,4.52,40.43,32.73,22.41,0.31,0.23,2.63,0.23,0.22,0.12,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,204,90164,Hay,Undefined,Hay,2/17/2021 9:43:01 AM,93.06,6.58,1.03,47.65,77.74,1.41,8.14,8.18,3.48,3.92,6.78,52.66,49.98,35.09,0.27,0.74,2.43,0.22,0.18,0.13,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
